date;parc;usage;revenu;region;taux
01/01/2022;6637936;15272729,9;619037,4289;RD Congo;2040
02/01/2022;6618074;10408295,16;443105,7514;RD Congo;2040
03/01/2022;6584383;11229130,58;520244,0255;RD Congo;2040
04/01/2022;6601321;10951782,5;485757,9554;RD Congo;2040
05/01/2022;6585386;11665418,91;536006,0784;RD Congo;2040
06/01/2022;6587778;11629304,57;539280,5598;RD Congo;2040
07/01/2022;6585107;11685661,86;529017,6892;RD Congo;2040
08/01/2022;6590615;11976965,81;526609,5167;RD Congo;2040
09/01/2022;6566458;10419802,92;455532,8051;RD Congo;2040
10/01/2022;6579821;12082248,75;556129,5971;RD Congo;2040
11/01/2022;6604324;12437974,92;537107,4059;RD Congo;2040
12/01/2022;6629062;11956402,55;512551,4064;RD Congo;2040
13/01/2022;6627180;11468653,83;496149,1745;RD Congo;2040
14/01/2022;6647892;11844933,9;512929,676;RD Congo;2040
15/01/2022;6653513;11484281,74;492176,3127;RD Congo;2040
16/01/2022;6644806;10431310,67;434078,1761;RD Congo;2040
17/01/2022;6643611;11282551,16;491887,3142;RD Congo;2040
18/01/2022;6643611;11532266,69;500389,2422;RD Congo;2040
19/01/2022;6659232;11460860,35;506720,324;RD Congo;2040
20/01/2022;6689043;12109706,39;508673,9623;RD Congo;2040
21/01/2022;6682198;11714330,32;500221,0775;RD Congo;2040
22/01/2022;6669606;11483412,2;510328,9162;RD Congo;2040
23/01/2022;6645685;10594740,27;433630,8043;RD Congo;2040
24/01/2022;6590414;11613659,72;520642,3799;RD Congo;2040
25/01/2022;6592715;11568897,04;501096,7539;RD Congo;2040
26/01/2022;6592445;11313855,68;501732,2691;RD Congo;2040
27/01/2022;6563799;11623586;508952,8799;RD Congo;2040
28/01/2022;6623586;11867144,47;520455,0005;RD Congo;2040
29/01/2022;6598471;11902084,51;524963,7132;RD Congo;2040
30/01/2022;6563623;10797647,98;450349,7594;RD Congo;2040
31/01/2022;6529671;11601727,78;525868,0358;RD Congo;2040
01/02/2022;6528334;11786817,51;534690,6255;RD Congo;2040
02/02/2022;6527180;11922771,54;529032,4206;RD Congo;2040
03/02/2022;6517255;11684020,32;522837,3892;RD Congo;2040
04/02/2022;6514728;11924900,55;533496,4971;RD Congo;2040
05/02/2022;6496982;12200417,19;547897,3975;RD Congo;2040
06/02/2022;6470529;10849190,56;457359,6663;RD Congo;2040
07/02/2022;6458855;12098749,5;561758,1725;RD Congo;2040
08/02/2022;6467844;12271489,01;546749,0382;RD Congo;2040
09/02/2022;6463752;12373459,26;543355,0162;RD Congo;2040
10/02/2022;6445175;12122637,09;536702,9657;RD Congo;2040
11/02/2022;6420979;11988595,74;537299,1029;RD Congo;2040
12/02/2022;6417997;12205725,43;541118,2294;RD Congo;2040
13/02/2022;6391361;10582552,82;439764,233;RD Congo;2040
14/02/2022;6379207;11957443,7;569497,7083;RD Congo;2040
15/02/2022;6374299;12015273,25;527943,2201;RD Congo;2040
16/02/2022;6363810;11654195,39;524006,699;RD Congo;2040
17/02/2022;6347630;11703908,15;525051,2348;RD Congo;2040
18/02/2022;6339723;11890112,35;493920,4211;RD Congo;2040
19/02/2022;6316600;11756014,86;500473,2824;RD Congo;2040
20/02/2022;6305952;10737222,2;424580,6612;RD Congo;2040
21/02/2022;6312988;11702611,46;518839,4309;RD Congo;2040
22/02/2022;6322375;12215175,45;500400,6005;RD Congo;2040
23/02/2022;6327612;11865496;504230,6745;RD Congo;2040
24/02/2022;6341713;11833224,2;500954,6525;RD Congo;2040
25/02/2022;6351132;12180773,38;539481,0613;RD Congo;2040
26/02/2022;6357704;12278195,33;536769,4529;RD Congo;2040
27/02/2022;6360686;11351475,78;457628,2903;RD Congo;2040
28/02/2022;6379173;12539275,82;568475,3696;RD Congo;2040
01/03/2022;6326992;11441756,42;520669,0652;RD Congo;2040
02/03/2022;6387066;11694925,71;557400,8098;RD Congo;2040
03/03/2022;6401463;12117100,66;562108,4975;RD Congo;2040
04/03/2022;6413191;11908553,92;550580,0765;RD Congo;2040
05/03/2022;6428444;12134373,74;617132,6951;RD Congo;2040
06/03/2022;6431010;11115018,16;490790,4902;RD Congo;2040
07/03/2022;6441182;12469661,6;594819,0343;RD Congo;2040
08/03/2022;6459192;12222003,25;575242,3784;RD Congo;2040
09/03/2022;6469581;12099478,57;551733,9005;RD Congo;2040
10/03/2022;6469581;11230378,96;521161,4461;RD Congo;2040
11/03/2022;6479255;12034567,31;522058,8583;RD Congo;2040
12/03/2022;6480195;11102359,95;501489,9936;RD Congo;2040
13/03/2022;6487755;10468852,26;470241,0157;RD Congo;2040
14/03/2022;6498030;12047610,4;545127,8549;RD Congo;2040
15/03/2022;6516881;12027144,29;548814,3922;RD Congo;2040
16/03/2022;6554026;12066950,7;545260,0358;RD Congo;2040
17/03/2022;6599935;11341989,85;511692,2054;RD Congo;2040
18/03/2022;6636329;11788695,68;533605,6882;RD Congo;2040
19/03/2022;6641478;11671628,26;528823,0539;RD Congo;2040
20/03/2022;6663748;11181656,8;463281,6476;RD Congo;2040
21/03/2022;6684833;12221537,96;544583,7588;RD Congo;2040
22/03/2022;6734981;12124573,77;505648,4377;RD Congo;2040
23/03/2022;6764220;12216860,49;541458,0034;RD Congo;2040
24/03/2022;6790487;11979745,72;522918,4632;RD Congo;2040
25/03/2022;6819366;11685669,8;506654,0083;RD Congo;2040
26/03/2022;6840779;12358726,13;536956,4245;RD Congo;2040
27/03/2022;6780674;11069669,28;467237,8523;RD Congo;2040
28/03/2022;6825081;11888899,76;545044,9858;RD Congo;2040
29/03/2022;6767410;11747323,49;522408,5598;RD Congo;2040
30/03/2022;6698479;12209567,57;508845,8961;RD Congo;2040
31/03/2022;6641962;12656273,31;553213,2833;RD Congo;2040
01/04/2022;6728629;12698604,19;568544,9377;RD Congo;2040
02/04/2022;6762451;13067832,74;559170,848;RD Congo;2040
03/04/2022;6781620;11693803,21;490956,8529;RD Congo;2040
04/04/2022;6788450;12549068,19;588216,8681;RD Congo;2040
05/04/2022;6819603;12555124,13;561379,0176;RD Congo;2040
06/04/2022;6838120;12933768,1;570458,5946;RD Congo;2040
07/04/2022;6859442;12774540,42;557814,5804;RD Congo;2040
08/04/2022;6887417;13093809,68;596420,2745;RD Congo;2040
09/04/2022;6919508;13161236,99;573784,3044;RD Congo;2040
10/04/2022;6932220;12139505,03;504710,6289;RD Congo;2040
11/04/2022;6941747;12825123,4;610193,1103;RD Congo;2040
12/04/2022;6980108;12976524,32;556027,3745;RD Congo;2040
13/04/2022;7008923;12904996,09;568381,0123;RD Congo;2040
14/04/2022;7008923;12757707,63;565761,2691;RD Congo;2040
15/04/2022;7048179;12216619,57;535566,3721;RD Congo;2040
16/04/2022;7061612;12691322,16;570608,7;RD Congo;2040
17/04/2022;7052729;11571285,41;485138,9824;RD Congo;2040
18/04/2022;7072615;12656381,62;583811,6142;RD Congo;2040
19/04/2022;7087223;12520749,33;544213,5255;RD Congo;2040
20/04/2022;7097590,413;12051595,54;523568,4049;RD Congo;2040
21/04/2022;7110621,432;12489292,31;545633,2152;RD Congo;2040
22/04/2022;7117705,681;12645823,64;542665,5304;RD Congo;2040
23/04/2022;7121500,263;11984761,02;535705,7745;RD Congo;2040
24/04/2022;7113860;11497199,37;489023,928;RD Congo;2040
25/04/2022;7110525,962;12509774,82;585295,8985;RD Congo;2040
26/04/2022;7158451;12334268,18;545412,3279;RD Congo;2040
27/04/2022;7126271;12370382,95;562500,4216;RD Congo;2040
28/04/2022;7206871;12458198,23;560186,1598;RD Congo;2040
29/04/2022;7220714,265;12220576,07;560993,5559;RD Congo;2040
30/04/2022;7232069,48;12737689,88;593103,3475;RD Congo;2040
01/05/2022;7226395,151;11534242,39;491289,9941;RD Congo;2040
02/05/2022;7238607,579;12857581,43;607654,2186;RD Congo;2040
03/05/2022;7248488,484;12952126,13;587534,976;RD Congo;2040
04/05/2022;7255082,311;13020694,14;580048,3029;RD Congo;2040
05/05/2022;7266486,696;13177411,14;602895,4294;RD Congo;2040
06/05/2022;7275767,716;13157349,94;599275,6868;RD Congo;2040
07/05/2022;7287874,427;12767845,06;576041,7539;RD Congo;2040
08/05/2022;7290765,679;11759229,92;509870,0103;RD Congo;2040
09/05/2022;7426158;12980293,74;618688,6583;RD Congo;2040
10/05/2022;7426093;12961556,3;585357,2799;RD Congo;2040
11/05/2022;7448342;12944318,45;583931,0466;RD Congo;2040
12/05/2022;7455889;12957588,49;582322,0755;RD Congo;2040
13/05/2022;7470864,147;12996753,03;583603,8211;RD Congo;2040
14/05/2022;7479695,771;12959254,78;594701,1289;RD Congo;2040
15/05/2022;7469675;11961204,53;514389,198;RD Congo;2040
16/05/2022;7470381;12996530,75;609890,524;RD Congo;2040
17/05/2022;7475478,111;12888334,2;570958,6784;RD Congo;2040
18/05/2022;7489971,695;12953653,1;583482,574;RD Congo;2040
19/05/2022;7496896,638;13048987,62;584362,1358;RD Congo;2040
20/05/2022;7592848;13097035,63;587512,173;RD Congo;2040
21/05/2022;7592848;13185660,44;596241,5843;RD Congo;2040
22/05/2022;7517511;11899734,71;513135,7755;RD Congo;2040
23/05/2022;7526898;12790780,18;594519,0672;RD Congo;2040
24/05/2022;7537424;12640838,46;574258,702;RD Congo;2040
25/05/2022;7546751;12713723,13;572606,5559;RD Congo;2040
26/05/2022;7552664;12652176,09;576328,8828;RD Congo;2040
27/05/2022;7480272;12816740,69;581616,6172;RD Congo;2040
28/05/2022;7539272;12701314,19;576906,0603;RD Congo;2040
29/05/2022;7529087;11528544,04;515417,0598;RD Congo;2040
30/05/2022;7524646;12984440,13;604153,4343;RD Congo;2040
31/05/2022;7538381;12764586,33;591113,3265;RD Congo;2040
01/06/2022;7538980;12833688,11;597257,7044;RD Congo;2040
02/06/2022;7539440,746;10771433,43;598647,3922;RD Congo;2040
03/06/2022;7548333;10968799,69;606575,3544;RD Congo;2040
04/06/2022;7552603;10967319,17;608744,498;RD Congo;2040
05/06/2022;7543843;9906067,518;537285,7627;RD Congo;2040
06/06/2022;7546277;11260566,33;635836,6083;RD Congo;2040
07/06/2022;7550463;11050798,99;613652,4108;RD Congo;2040
08/06/2022;7575745;11011523,31;602480,199;RD Congo;2040
09/06/2022;7592440;10926654,05;603488,9235;RD Congo;2040
10/06/2022;7612664;11147640,16;611631,8583;RD Congo;2040
11/06/2022;7617461;10968553,73;601005,9569;RD Congo;2040
12/06/2022;7607356;10004240,47;531720,648;RD Congo;2040
13/06/2022;7605678,022;11312368,27;630050,2221;RD Congo;2040
14/06/2022;7606325,086;11192880,7;609830,7147;RD Congo;2040
15/06/2022;7612625,305;11069412,28;604487,1255;RD Congo;2040
16/06/2022;7615824,346;11122070,8;595325,1422;RD Congo;2040
17/06/2022;7615442,182;11026826,64;595952,0412;RD Congo;2040
18/06/2022;7609896,166;10986500,24;587212,8206;RD Congo;2040
19/06/2022;7673787;10059385,4;518892,8221;RD Congo;2040
20/06/2022;7686587;10135814,43;612145,1593;RD Congo;2040
21/06/2022;7703928;10931667,74;592223,9902;RD Congo;2040
22/06/2022;7719443;10947649,31;585899,1657;RD Congo;2040
23/06/2022;7725341;10957879,88;587318,9167;RD Congo;2040
24/06/2022;7741333;11182606,66;603440,2221;RD Congo;2040
25/06/2022;7754977;11106097,77;601539,9176;RD Congo;2040
26/06/2022;7760315;9986383,282;522321,9525;RD Congo;2040
27/06/2022;7767367;10330157,47;576719,9485;RD Congo;2040
28/06/2022;7784504;10634614,07;576197,2113;RD Congo;2040
29/06/2022;7802165;11445855,95;616895,7672;RD Congo;2040
30/06/2022;7811034,166;11127016,54;588615,0118;RD Congo;2040
01/07/2022;7816792;11429886,15;622784,6931;RD Congo;2040
02/07/2022;7819099;11466746,13;617165,5858;RD Congo;2040
03/07/2022;7813858;10425396,04;541005,2588;RD Congo;2040
04/07/2022;7810231;11716529,23;646917,6426;RD Congo;2040
05/07/2022;7829240;11735786,42;627606,8083;RD Congo;2040
06/07/2022;7836586;11714553,79;624002,1549;RD Congo;2040
07/07/2022;7853979;11854702,49;623154,4275;RD Congo;2040
08/07/2022;7847668;11712158,33;623215,7451;RD Congo;2040
09/07/2022;7851874;11715660,65;628619,7578;RD Congo;2040
10/07/2022;7836059;10619407,46;543849,6971;RD Congo;2040
11/07/2022;7845134;12181286,36;657788,5456;RD Congo;2040
12/07/2022;7872737;11906944,7;628891,4059;RD Congo;2040
13/07/2022;7887000;11925796,72;626802,4186;RD Congo;2040
14/07/2022;7903418;11737655,63;620496,9544;RD Congo;2040
15/07/2022;7921679;12021765,96;628594,7265;RD Congo;2040
16/07/2022;7936005;11792547,37;631620,8534;RD Congo;2040
17/07/2022;7943999;10996221,34;564182,5029;RD Congo;2040
18/07/2022;7964893;11909636,59;642734,5358;RD Congo;2040
19/07/2022;8004583;11837556,51;623937,9975;RD Congo;2040
20/07/2022;8012823;11694536,22;613762,0328;RD Congo;2040
21/07/2022;8032633;11387896,09;596094,6784;RD Congo;2040
22/07/2022;8038138;11521264,64;606785,8299;RD Congo;2040
23/07/2022;8049192;11251739,76;594669,9083;RD Congo;2040
24/07/2022;8044077;10399243,31;529968,8618;RD Congo;2040
25/07/2022;8050086;11676682,58;622515,4804;RD Congo;2040
26/07/2022;8063580;11479311,54;601457,0961;RD Congo;2040
27/07/2022;8076052;11804417,42;612822,4275;RD Congo;2040
28/07/2022;8088711;11708393,38;611266,6123;RD Congo;2040
29/07/2022;8100401;11795996,78;620130,3951;RD Congo;2040
30/07/2022;8094193;11851574,07;626650,7436;RD Congo;2040
31/07/2022;8082507,959;10651178,7;544583,849;RD Congo;2040
01/08/2022;8084590,77;11530239,79;621420,0696;RD Congo;2040
02/08/2022;8085920,242;12075904,6;637397,3525;RD Congo;2040
03/08/2022;8103570,887;12252262,15;636700,3338;RD Congo;2040
04/08/2022;8115783;12107821,34;631772,7995;RD Congo;2040
05/08/2022;8123217;12271866,13;634039,6088;RD Congo;2040
06/08/2022;8113152;12381990,33;642873,7059;RD Congo;2040
07/08/2022;8107111;11205115,94;559236,6167;RD Congo;2040
08/08/2022;8107074;12585755,53;658156,5657;RD Congo;2040
09/08/2022;8124902;12428212,71;641659,8765;RD Congo;2040
10/08/2022;8123442;12289553,18;635695,8882;RD Congo;2040
11/08/2022;8118320;12075625,02;625043,9412;RD Congo;2040
12/08/2022;8113637;12038306,58;618060,7093;RD Congo;2040
13/08/2022;8112155;11495170,39;616677,2828;RD Congo;2040
14/08/2022;8078657;10873614;542547,1554;RD Congo;2040
15/08/2022;8073096;12203542,68;644516,7191;RD Congo;2040
16/08/2022;8075173;12113398,91;624585,3053;RD Congo;2060
17/08/2022;8071891,89;11585176,16;608967,518;RD Congo;2060
18/08/2022;8052146,017;11632827,03;628212,7403;RD Congo;2060
19/08/2022;8040166,657;12010359,59;632610,7913;RD Congo;2060
20/08/2022;8020769,968;12108875,52;629095,3194;RD Congo;2060
21/08/2022;7996899,196;10833446,97;537277,0908;RD Congo;2060
22/08/2022;7996063,244;11715712,88;626195,4379;RD Congo;2060
23/08/2022;7973608;11796920,47;620711,0558;RD Congo;2060
24/08/2022;7982943;11663623,47;604729,1917;RD Congo;2060
25/08/2022;7988055;12024562,58;622962,4553;RD Congo;2060
26/08/2022;7978307;12005150,94;618659,3573;RD Congo;2060
27/08/2022;7972520;11855689,92;616736,0311;RD Congo;2060
28/08/2022;7999417;10639068,09;532266,7515;RD Congo;2060
29/08/2022;7991813;11481620,89;632862,3903;RD Congo;2060
30/08/2022;7996164;11896138,46;622742,0442;RD Congo;2060
31/08/2022;8010296;11903153,04;620777,2733;RD Congo;2060
01/09/2022;8001725;11896179,19;627011,5529;RD Congo;2060
02/09/2022;7991896;11879278,67;637780,6757;RD Congo;2060
03/09/2022;7982979;11529675,86;624208,3117;RD Congo;2060
04/09/2022;7969018;10602637,89;565965,2364;RD Congo;2060
05/09/2022;7966236;12486380,44;660430,3388;RD Congo;2060
06/09/2022;7976484;12109223,78;624915,1316;RD Congo;2060
07/09/2022;7977889;11965651,75;631467,5995;RD Congo;2060
08/09/2022;7978267,438;12134071,08;623083,4548;RD Congo;2100
09/09/2022;7968390;11998184,51;609247,831;RD Congo;2100
10/09/2022;7961810;11422570,62;599076,0838;RD Congo;2100
11/09/2022;7944295;10101896,74;508392,791;RD Congo;2100
12/09/2022;7947039;11263842,69;596387,3814;RD Congo;2100
13/09/2022;7964796;11318298,68;604927,2686;RD Congo;2100
14/09/2022;7962230;11092838,29;583996,83;RD Congo;2100
15/09/2022;7964817;11396630,34;593041,9681;RD Congo;2100
16/09/2022;7974150;11273973,05;590282,1048;RD Congo;2100
17/09/2022;7980559,713;11443328,65;599660,0833;RD Congo;2100
18/09/2022;7978693,869;10014819,49;501287,9552;RD Congo;2100
19/09/2022;7979574;11498617,22;608536,2376;RD Congo;2100
20/09/2022;7995609;11354839,49;584182,0433;RD Congo;2100
21/09/2022;8002623;11141770,43;559379,781;RD Congo;2100
22/09/2022;8004182;11004481,95;575881,334;RD Congo;2060
23/09/2022;8007471;11277017,32;580201,2223;RD Congo;2060
24/09/2022;7994857;11287856,24;579193,1102;RD Congo;2060
25/09/2022;7980159,117;10184943,83;506943,5476;RD Congo;2080
26/09/2022;7982984,432;9604039,265;586277,7322;RD Congo;2080
27/09/2022;7993018,247;11429001,25;571351,987;RD Congo;2080
28/09/2022;7997078,067;11188961,17;569899,9913;RD Congo;2080
29/09/2022;7997873,04;11146434,4;575391,7721;RD Congo;2080
30/09/2022;7993121,412;10436312,28;578192,2875;RD Congo;2080
01/10/2022;7981856;11317468,55;592255,9947;RD Congo;2080
02/10/2022;7966997;10295868,99;524304,1168;RD Congo;2080
03/10/2022;7967468,954;11376825,04;625024,5837;RD Congo;2080
04/10/2022;7972256,039;11426291,69;599968,1582;RD Congo;2080
05/10/2022;7982448,513;11205276,56;584965,138;RD Congo;2080
06/10/2022;7984413,401;11159723,38;585460,8981;RD Congo;2080
07/10/2022;7986125,424;11363828,46;600060,2774;RD Congo;2080
08/10/2022;7975811;11045872,24;567753,3827;RD Congo;2080
09/10/2022;7969316;9281666,886;517667,1288;RD Congo;2080
10/10/2022;7969719;9592901,88;614126,9087;RD Congo;2080
11/10/2022;7982967;9300779,607;588192,0154;RD Congo;2080
12/10/2022;7991571,656;8999254,553;563479,8428;RD Congo;2080
13/10/2022;7996986,522;9125791,069;580098,9889;RD Congo;2080
14/10/2022;8003708,423;10580431,13;579100,5716;RD Congo;2080
15/10/2022;7992170;10915031,15;582096,2942;RD Congo;2080
16/10/2022;7977559,677;9763050,028;495759,3481;RD Congo;2080
17/10/2022;7968064;10946127,59;593226,8832;RD Congo;2080
18/10/2022;7967298,7;10580305,54;545955,5933;RD Congo;2080
19/10/2022;7973637;10843210,26;569456,3563;RD Congo;2080
20/10/2022;7974982;10369103,46;548717,7207;RD Congo;2080
21/10/2022;7974405;10798108,48;570830,0486;RD Congo;2080
22/10/2022;7975602;10466484,11;560136,0188;RD Congo;2080
23/10/2022;7981252,085;9773033,54;499179,7168;RD Congo;2080
24/10/2022;7963434;10058963,11;533723,3764;RD Congo;2080
25/10/2022;7971203;10675403,34;573857,3764;RD Congo;2080
26/10/2022;7967269;10401212,27;539987,1308;RD Congo;2080
27/10/2022;7975886,898;10790545,65;567503,0413;RD Congo;2080
28/10/2022;7972509,912;10512856,32;545704,0389;RD Congo;2080
29/10/2022;7966964,009;10667980,89;562444,7524;RD Congo;2080
30/10/2022;7942513;9223329,301;465479,1623;RD Congo;2080
31/10/2022;7939434;10529810,88;587930,1745;RD Congo;2080
01/11/2022;7939834;10360574,96;551899,4678;RD Congo;2080
02/11/2022;7928674;10567758,38;581000,8611;RD Congo;2080
03/11/2022;7921275;10912261,67;579493,7736;RD Congo;2080
04/11/2022;7918259;10818638,18;577573,3447;RD Congo;2080
05/11/2022;7915711;10755203,59;569288,4659;RD Congo;2080
06/11/2022;7895845;9748960,301;504371,2495;RD Congo;2080
07/11/2022;7897955;10776971,74;589763,6625;RD Congo;2080
08/11/2022;7911043;10679352,77;567641,4913;RD Congo;2080
09/11/2022;7910190;10461080,07;549397,3452;RD Congo;2080
10/11/2022;7918916;9965601,021;523733,6745;RD Congo;2080
11/11/2022;7920557;10555118,56;564346,5933;RD Congo;2080
12/11/2022;7924902;10656911,09;567222,1351;RD Congo;2080
13/11/2022;7908346;9614233,698;487166,7447;RD Congo;2080
14/11/2022;7913664;10611235,21;574621,8534;RD Congo;2080
15/11/2022;7928950;10116755,93;508152,2337;RD Congo;2080
16/11/2022;7936105;10408311,5;559371,9976;RD Congo;2080
17/11/2022;7942537,629;10289065,16;531645,0514;RD Congo;2080
18/11/2022;7937549;10419827,44;553280,8774;RD Congo;2080
19/11/2022;7946687;10890569,73;568387,2014;RD Congo;2080
20/11/2022;7934861;9398346,064;464194,4356;RD Congo;2080
21/11/2022;7926957;10502330,94;558149,9284;RD Congo;2080
22/11/2022;7932877;9948047,109;525309,0764;RD Congo;2080
23/11/2022;7935184;10253001,12;536258,6543;RD Congo;2080
24/11/2022;7944042;10248793,12;531399,7317;RD Congo;2080
25/11/2022;7951120;10258437,19;532769,4101;RD Congo;2080
26/11/2022;7951320;9989541,197;514007,2034;RD Congo;2080
27/11/2022;7940709;9022446,046;465427,0111;RD Congo;2080
28/11/2022;7937377;9922669,39;541615,0736;RD Congo;2080
29/11/2022;7954193;9707182,249;517131,3793;RD Congo;2080
30/11/2022;7990996;10282732,84;540995,9885;RD Congo;2080
01/12/2022;7997269;10216337,57;559671,2981;RD Congo;2080
02/12/2022;8019741;10455273,71;559854,7519;RD Congo;2080
03/12/2022;8004937;10276042,57;557196,7183;RD Congo;2080
04/12/2022;7979262;9223158,591;486798,5163;RD Congo;2080
05/12/2022;7963485;10355643,12;582289,826;RD Congo;2080
06/12/2022;7982395;10470574,38;560865,3505;RD Congo;2080
07/12/2022;7976721;10510903,16;552724,1827;RD Congo;2080
08/12/2022;7970940;10493883,78;552822,0529;RD Congo;2080
09/12/2022;7963754;10176910,27;543577,349;RD Congo;2080
10/12/2022;7967231;10370646,9;555753,7793;RD Congo;2080
11/12/2022;7948687;8849926,639;451456,7491;RD Congo;2080
12/12/2022;7948085,182;10125265,68;568068,8514;RD Congo;2080
13/12/2022;7952944;9652131,953;517775,4202;RD Congo;2080
14/12/2022;7969290;10284700,67;539336,949;RD Congo;2080
15/12/2022;7986114;10587873,63;560241,75;RD Congo;2080
16/12/2022;8000278;10508103,04;542687,0822;RD Congo;2080
17/12/2022;7994930;10533402,05;558867,4183;RD Congo;2080
18/12/2022;7972137;9194600,226;467052,5535;RD Congo;2100
19/12/2022;7958170;10303545,85;566798,4577;RD Congo;2080
20/12/2022;7977075;10715890,18;575571,45;RD Congo;2080
21/12/2022;7986414;10628610,41;563166,5293;RD Congo;2080
22/12/2022;7997634;10568178,18;578318,1519;RD Congo;2080
23/12/2022;8009869;11260356,78;614517,7486;RD Congo;2080
24/12/2022;8015890;11501946,1;618071,4058;RD Congo;2080
25/12/2022;8016993;10568005,16;548369,4625;RD Congo;2080
26/12/2022;8029156,559;10817482,86;590163,537;RD Congo;2080
27/12/2022;8038505,388;10853928,93;591800,275;RD Congo;2080
28/12/2022;8049396,125;11142782,4;586871,9731;RD Congo;2080
29/12/2022;8050833,816;11149205,68;604621,6601;RD Congo;2080
30/12/2022;8054652,279;11422114,03;628716,137;RD Congo;2080
31/12/2022;8028087,901;13285697,31;752547,9702;RD Congo;2080
01/01/2023;8037872;11807808,32;588734,6798;RD Congo;2080
02/01/2023;8020378;10220338,54;565548,5962;RD Congo;2080
03/01/2023;8032589;10202309,66;551058,9221;RD Congo;2080
04/01/2023;8026653;10047518,75;531094,9712;RD Congo;2080
05/01/2023;8019207;10106723,18;547094,7909;RD Congo;2080
06/01/2023;8005972;10213850,51;552469,5096;RD Congo;2080
07/01/2023;7993119;10080027,65;527213,2933;RD Congo;2100
08/01/2023;7968422;9136563,671;471526,3291;RD Congo;2100
09/01/2023;7959792;10254666,55;544189,4662;RD Congo;2100
10/01/2023;7973400;10202965,38;541483,2938;RD Congo;2080
11/01/2023;7964363;9941007,455;531707,7357;RD Congo;2100
12/01/2023;7953474,957;9747682,052;524429,8876;RD Congo;2100
13/01/2023;7948349;10157495,34;527970,7776;RD Congo;2100
14/01/2023;7921941;10189602,04;526984,5243;RD Congo;2100
15/01/2023;7887108;8974932,435;445408,6634;RD Congo;2100
16/01/2023;7847394;8301260,853;457907,5373;RD Congo;2100
17/01/2023;7870727;9734219,792;493611,9467;RD Congo;2100
18/01/2023;7882920,067;10008019,27;514291,559;RD Congo;2100
19/01/2023;7896175,782;9765654,345;489686,3057;RD Congo;2100
20/01/2023;7893413,925;9972654,15;508567,4943;RD Congo;2100
21/01/2023;7884402,811;9822058,067;502054,8486;RD Congo;2100
22/01/2023;7861419,851;8705553,745;431406,3331;RD Congo;2100
23/01/2023;7849362,823;9931444,013;520508,4562;RD Congo;2100
24/01/2023;7850321,088;9584551,421;485080,8076;RD Congo;2100
25/01/2023;7851342,667;10055931,63;523540,6876;RD Congo;2100
26/01/2023;7829125,463;9889545,364;504446,7757;RD Congo;2100
27/01/2023;7820427,497;9947190,736;495228,01;RD Congo;2100
28/01/2023;7841918,302;10537973,73;524429,2333;RD Congo;2100
29/01/2023;7827627,319;9581035,624;458623,1966;RD Congo;2100
30/01/2023;7813649,483;10367216,22;522375,8829;RD Congo;2100
31/01/2023;7794646,745;10230205,33;509161,5414;RD Congo;2100
01/02/2023;7666482;10211734,11;508704,0206;RD Congo;2180
02/02/2023;7686059,675;10112438,29;509078,6335;RD Congo;2180
03/02/2023;7780784;10529396,71;521108,7844;RD Congo;2180
04/02/2023;7793760;10490229,17;516502,0789;RD Congo;2180
05/02/2023;7782857;9354265,201;457257,9762;RD Congo;2180
06/02/2023;7780381;10471021,49;529635,1023;RD Congo;2180
07/02/2023;7808215;10673058,05;537658,2798;RD Congo;2180
08/02/2023;7815100;10300763,93;521845,2674;RD Congo;2180
09/02/2023;7815871;10459922,17;538878,6931;RD Congo;2180
10/02/2023;7814848;10554758,54;530490,7532;RD Congo;2180
11/02/2023;7825903;9277526,218;520513,1711;RD Congo;2180
12/02/2023;7810729;7856036,56;451104,3667;RD Congo;2180
13/02/2023;7730825;9184099,43;558293,5248;RD Congo;2180
14/02/2023;7767896;8735674,762;522179,4596;RD Congo;2180
15/02/2023;7787148;8943601,556;504884,7706;RD Congo;2180
16/02/2023;7779524;9466749,244;509799,9202;RD Congo;2180
17/02/2023;7764870;8894187,358;511829,2555;RD Congo;2180
18/02/2023;7749019;8853864,712;506816,0216;RD Congo;2180
19/02/2023;7732431;7757444,368;432265,38;RD Congo;2180
20/02/2023;7777313;9595512,882;532187,65;RD Congo;2180
21/02/2023;7796156;9161250,11;496157,1917;RD Congo;2180
22/02/2023;7809440,371;8819046,776;456387,9385;RD Congo;2180
23/02/2023;7794360;9535700,219;502776,3867;RD Congo;2180
24/02/2023;7786167;9350381,069;510643,578;RD Congo;2180
25/02/2023;7792439;9422547,34;514730,2326;RD Congo;2180
26/02/2023;7739128;8047827,017;422011,1401;RD Congo;2180
27/02/2023;7770471;8632174,501;543649,606;RD Congo;2180
28/02/2023;7793971;8705774,933;526987,9514;RD Congo;2180
01/03/2023;7698539;8965856,855;594812,132;RD Congo;2250
02/03/2023;7782494;8708819,769;538939,3213;RD Congo;2250
03/03/2023;7796365;9052323,99;548154,3724;RD Congo;2250
04/03/2023;7801512;8955615,46;547342,6151;RD Congo;2250
05/03/2023;7795408;8108956,689;480953,2884;RD Congo;2250
06/03/2023;7763048;8394540,124;532300,6356;RD Congo;2250
07/03/2023;7769798;8992411,44;582751,7818;RD Congo;2250
08/03/2023;7768123;9102361,735;547283,584;RD Congo;2250
09/03/2023;7756903;8876055,776;534033,2156;RD Congo;2250
